--- Log Capture Start: 20260318_182654 ---
03-18 18:25:48.785 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:48.889 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:48.993 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:49.095 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:49.193 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:49.297 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:49.399 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:49.502 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:50.113 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:50.213 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:50.316 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-52)，但未检测到靠近动作 (原地站立)
03-18 18:25:50.417 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:50.519 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:50.619 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-53)，但未检测到靠近动作 (原地站立)
03-18 18:25:50.718 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:50.829 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-54)，但未检测到靠近动作 (原地站立)
03-18 18:25:50.927 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:51.031 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:51.136 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:51.233 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-55)，但未检测到靠近动作 (原地站立)
03-18 18:25:51.337 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-56)，但未检测到靠近动作 (原地站立)
03-18 18:25:51.437 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-57)，但未检测到靠近动作 (原地站立)
03-18 18:25:51.536 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-58)，但未检测到靠近动作 (原地站立)
03-18 18:25:51.636 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-58)，但未检测到靠近动作 (原地站立)
03-18 18:25:51.738 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:51.841 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:51.944 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:52.045 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:52.149 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-60)，但未检测到靠近动作 (原地站立)
03-18 18:25:52.247 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-60)，但未检测到靠近动作 (原地站立)
03-18 18:25:52.348 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-60)，但未检测到靠近动作 (原地站立)
03-18 18:25:52.448 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:52.548 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:52.649 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:52.750 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:52.861 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:52.953 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:53.053 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-59)，但未检测到靠近动作 (原地站立)
03-18 18:25:53.156 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-60)，但未检测到靠近动作 (原地站立)
03-18 18:25:53.257 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-60)，但未检测到靠近动作 (原地站立)
03-18 18:25:53.358 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-61)，但未检测到靠近动作 (原地站立)
03-18 18:25:53.459 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-61)，但未检测到靠近动作 (原地站立)
03-18 18:25:53.559 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-62)，但未检测到靠近动作 (原地站立)
03-18 18:25:53.659 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-64)，但未检测到靠近动作 (原地站立)
03-18 18:25:53.760 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-65)，但未检测到靠近动作 (原地站立)
03-18 18:25:53.861 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-66)，但未检测到靠近动作 (原地站立)
03-18 18:25:53.961 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-66)，但未检测到靠近动作 (原地站立)
03-18 18:25:54.064 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-67)，但未检测到靠近动作 (原地站立)
03-18 18:25:54.162 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-67)，但未检测到靠近动作 (原地站立)
03-18 18:25:54.262 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-68)，但未检测到靠近动作 (原地站立)
03-18 18:25:54.364 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-68)，但未检测到靠近动作 (原地站立)
03-18 18:25:54.466 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-69)，但未检测到靠近动作 (原地站立)
03-18 18:25:54.568 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-69)，但未检测到靠近动作 (原地站立)
03-18 18:25:54.668 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-69)，但未检测到靠近动作 (原地站立)
03-18 18:25:54.770 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-69)，但未检测到靠近动作 (原地站立)
03-18 18:25:54.870 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-70)，但未检测到靠近动作 (原地站立)
03-18 18:25:54.972 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-71)，但未检测到靠近动作 (原地站立)
03-18 18:25:55.073 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-71)，但未检测到靠近动作 (原地站立)
03-18 18:25:55.173 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-72)，但未检测到靠近动作 (原地站立)
03-18 18:25:55.275 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-72)，但未检测到靠近动作 (原地站立)
03-18 18:25:55.374 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-73)，但未检测到靠近动作 (原地站立)
03-18 18:25:55.475 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-73)，但未检测到靠近动作 (原地站立)
03-18 18:25:55.577 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-73)，但未检测到靠近动作 (原地站立)
03-18 18:25:55.679 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-73)，但未检测到靠近动作 (原地站立)
03-18 18:25:55.781 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-74)，但未检测到靠近动作 (原地站立)
03-18 18:25:55.882 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-74)，但未检测到靠近动作 (原地站立)
03-18 18:25:55.987 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-74)，但未检测到靠近动作 (原地站立)
03-18 18:25:56.087 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-75)，但未检测到靠近动作 (原地站立)
03-18 18:25:56.188 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-76)，但未检测到靠近动作 (原地站立)
03-18 18:25:56.285 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-76)，但未检测到靠近动作 (原地站立)
03-18 18:25:56.389 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:25:56.510 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-78)，但未检测到靠近动作 (原地站立)
03-18 18:25:56.610 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:25:56.713 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:25:56.812 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:25:56.913 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:25:57.014 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:25:57.115 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:25:57.219 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-78)，但未检测到靠近动作 (原地站立)
03-18 18:25:57.322 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-78)，但未检测到靠近动作 (原地站立)
03-18 18:25:57.929 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-75)，但未检测到靠近动作 (原地站立)
03-18 18:25:58.031 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-75)，但未检测到靠近动作 (原地站立)
03-18 18:25:58.132 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-75)，但未检测到靠近动作 (原地站立)
03-18 18:25:58.232 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-75)，但未检测到靠近动作 (原地站立)
03-18 18:25:58.332 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-75)，但未检测到靠近动作 (原地站立)
03-18 18:25:58.434 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-75)，但未检测到靠近动作 (原地站立)
03-18 18:25:58.535 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-74)，但未检测到靠近动作 (原地站立)
03-18 18:25:58.639 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-74)，但未检测到靠近动作 (原地站立)
03-18 18:25:58.737 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-74)，但未检测到靠近动作 (原地站立)
03-18 18:25:58.839 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-74)，但未检测到靠近动作 (原地站立)
03-18 18:25:58.936 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-74)，但未检测到靠近动作 (原地站立)
03-18 18:25:59.040 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-73)，但未检测到靠近动作 (原地站立)
03-18 18:25:59.141 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-73)，但未检测到靠近动作 (原地站立)
03-18 18:25:59.243 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-73)，但未检测到靠近动作 (原地站立)
03-18 18:25:59.345 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-73)，但未检测到靠近动作 (原地站立)
03-18 18:25:59.444 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-73)，但未检测到靠近动作 (原地站立)
03-18 18:25:59.545 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-73)，但未检测到靠近动作 (原地站立)
03-18 18:25:59.644 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-74)，但未检测到靠近动作 (原地站立)
03-18 18:25:59.749 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-75)，但未检测到靠近动作 (原地站立)
03-18 18:25:59.850 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-75)，但未检测到靠近动作 (原地站立)
03-18 18:25:59.950 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-75)，但未检测到靠近动作 (原地站立)
03-18 18:26:00.054 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-76)，但未检测到靠近动作 (原地站立)
03-18 18:26:00.155 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-76)，但未检测到靠近动作 (原地站立)
03-18 18:26:00.254 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-76)，但未检测到靠近动作 (原地站立)
03-18 18:26:00.358 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:00.457 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:00.562 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:00.663 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:00.764 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:00.864 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:00.965 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:01.070 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:01.169 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:01.271 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:01.371 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:01.476 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:01.576 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:01.677 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:01.777 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:01.879 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-77)，但未检测到靠近动作 (原地站立)
03-18 18:26:01.981 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-78)，但未检测到靠近动作 (原地站立)
03-18 18:26:02.086 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:26:02.185 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:26:02.285 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:26:02.389 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-80)，但未检测到靠近动作 (原地站立)
03-18 18:26:02.491 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-80)，但未检测到靠近动作 (原地站立)
03-18 18:26:02.591 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-80)，但未检测到靠近动作 (原地站立)
03-18 18:26:02.693 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-81)，但未检测到靠近动作 (原地站立)
03-18 18:26:02.794 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-81)，但未检测到靠近动作 (原地站立)
03-18 18:26:02.897 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-81)，但未检测到靠近动作 (原地站立)
03-18 18:26:02.998 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-81)，但未检测到靠近动作 (原地站立)
03-18 18:26:03.101 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-80)，但未检测到靠近动作 (原地站立)
03-18 18:26:03.204 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-80)，但未检测到靠近动作 (原地站立)
03-18 18:26:03.304 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-80)，但未检测到靠近动作 (原地站立)
03-18 18:26:03.405 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-80)，但未检测到靠近动作 (原地站立)
03-18 18:26:03.506 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-80)，但未检测到靠近动作 (原地站立)
03-18 18:26:03.609 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-80)，但未检测到靠近动作 (原地站立)
03-18 18:26:03.709 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-80)，但未检测到靠近动作 (原地站立)
03-18 18:26:03.811 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-81)，但未检测到靠近动作 (原地站立)
03-18 18:26:03.914 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-82)，但未检测到靠近动作 (原地站立)
03-18 18:26:04.016 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-82)，但未检测到靠近动作 (原地站立)
03-18 18:26:04.117 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-82)，但未检测到靠近动作 (原地站立)
03-18 18:26:04.222 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-82)，但未检测到靠近动作 (原地站立)
03-18 18:26:04.321 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-82)，但未检测到靠近动作 (原地站立)
03-18 18:26:04.422 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-82)，但未检测到靠近动作 (原地站立)
03-18 18:26:04.524 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-81)，但未检测到靠近动作 (原地站立)
03-18 18:26:05.235 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:26:05.336 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:26:05.437 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:26:05.536 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:26:05.640 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:26:05.739 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:26:05.841 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:26:05.945 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:26:06.046 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:26:06.147 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:26:06.249 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-79)，但未检测到靠近动作 (原地站立)
03-18 18:26:06.349 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-80)，但未检测到靠近动作 (原地站立)
03-18 18:26:06.450 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-80)，但未检测到靠近动作 (原地站立)
03-18 18:26:06.552 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-81)，但未检测到靠近动作 (原地站立)
03-18 18:26:06.653 D/BleProximity: 🛡️ [防抖拦截] 信号在解锁区(-82)，但未检测到靠近动作 (原地站立)
